"station";"x_utm";"y_utm";"WB_name";"TYP_NFS06";"WB_ID";"area";"institution";"type";"typology";"country";"obspoint";"station_depth";"date";"year";"month";"period";"value";"param";"depth";"time"
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2012-12-04;2012;12;"2007-2012";27.7825;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";73;2013-01-08;2013;1;"2013-2016";19.0225;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2013-03-06;2013;3;"2013-2016";22.19;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2013-04-02;2013;4;"2013-2016";26.1875;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2013-05-07;2013;5;"2013-2016";20.215;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2013-06-03;2013;6;"2013-2016";23.9225;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2013-07-01;2013;7;"2013-2016";25.1475;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2013-08-06;2013;8;"2013-2016";25.4;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2013-09-02;2013;9;"2013-2016";24.4925;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2013-10-01;2013;10;"2013-2016";27.3225;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";73;2013-11-04;2013;11;"2013-2016";19.2175;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2013-12-03;2013;12;"2013-2016";29.6825;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";72;2014-01-06;2014;1;"2013-2016";20.3875;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-03-05;2014;3;"2013-2016";20.1675;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-04-01;2014;4;"2013-2016";26.785;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-05-06;2014;5;"2013-2016";22.855;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-06-03;2014;6;"2013-2016";25.48;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-07-01;2014;7;"2013-2016";28.8675;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-08-04;2014;8;"2013-2016";23.3025;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";70;2014-09-03;2014;9;"2013-2016";24.2775;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";73;2014-10-08;2014;10;"2013-2016";28.6325;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";75;2014-11-05;2014;11;"2013-2016";16.79;"sali";;
"BJÖRKHOLMEN";301256;6474925;"Gullmarn centralbassäng";2;"SE581700-113000";49596857.4894;"SMHI";"NEA 9";"SE_2";"SE";"BJÖRKHOLMEN";71;2014-12-03;2014;12;"2013-2016";20.0675;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2001-01-09;2001;1;"2001-2006";20.1175;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2001-02-06;2001;2;"2001-2006";21.9245;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2001-03-06;2001;3;"2001-2006";24.74325;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2001-04-03;2001;4;"2001-2006";23.9625;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-05-08;2001;5;"2001-2006";21.52525;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-06-05;2001;6;"2001-2006";22.3615;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-07-03;2001;7;"2001-2006";21.819;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2001-08-07;2001;8;"2001-2006";21.705;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2001-09-04;2001;9;"2001-2006";21.2945;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-10-02;2001;10;"2001-2006";24.03475;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-11-06;2001;11;"2001-2006";22.98;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2001-12-04;2001;12;"2001-2006";24.07775;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2002-01-08;2002;1;"2001-2006";26.07275;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2002-02-05;2002;2;"2001-2006";23.95725;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2002-03-05;2002;3;"2001-2006";22.36775;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-04-03;2002;4;"2001-2006";22.13575;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-05-06;2002;5;"2001-2006";19.6305;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-06-04;2002;6;"2001-2006";18.865;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-07-02;2002;7;"2001-2006";19.194;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-08-06;2002;8;"2001-2006";18.708;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-09-03;2002;9;"2001-2006";20.7125;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2002-10-01;2002;10;"2001-2006";23.108;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2002-11-05;2002;11;"2001-2006";26.92525;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2002-12-03;2002;12;"2001-2006";27.58875;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2003-02-04;2003;2;"2001-2006";25.9055;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2003-03-05;2003;3;"2001-2006";25.10025;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2003-04-01;2003;4;"2001-2006";23.34425;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2003-05-06;2003;5;"2001-2006";23.6635;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2003-06-03;2003;6;"2001-2006";20.6935;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2003-07-01;2003;7;"2001-2006";20.8765;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2003-08-05;2003;8;"2001-2006";23.039;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2003-09-02;2003;9;"2001-2006";24.189;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2003-10-07;2003;10;"2001-2006";25.4285;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2003-11-04;2003;11;"2001-2006";26.303;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2003-12-02;2003;12;"2001-2006";25.989;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2004-02-03;2004;2;"2001-2006";25.14825;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2004-03-02;2004;3;"2001-2006";24.32325;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2004-04-06;2004;4;"2001-2006";23.44175;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2004-05-04;2004;5;"2001-2006";22.7485;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2004-06-01;2004;6;"2001-2006";23.28225;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2004-07-06;2004;7;"2001-2006";24;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2004-08-03;2004;8;"2001-2006";23.87325;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2004-09-07;2004;9;"2001-2006";22.72075;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2004-10-05;2004;10;"2001-2006";21.69225;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2004-11-02;2004;11;"2001-2006";22.234;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2004-12-07;2004;12;"2001-2006";24.679;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2005-02-01;2005;2;"2001-2006";23.06125;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2005-03-01;2005;3;"2001-2006";23.80175;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";44;2005-04-05;2005;4;"2001-2006";22.27075;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2005-05-02;2005;5;"2001-2006";20.327;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2005-06-08;2005;6;"2001-2006";20.588;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2005-07-05;2005;7;"2001-2006";21.14825;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2005-08-02;2005;8;"2001-2006";21.768;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2005-09-06;2005;9;"2001-2006";22.4955;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2005-10-04;2005;10;"2001-2006";22.41875;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2005-11-01;2005;11;"2001-2006";22.9085;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2005-12-06;2005;12;"2001-2006";22.4225;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-01-10;2006;1;"2001-2006";25.22425;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-02-07;2006;2;"2001-2006";23.946;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-03-08;2006;3;"2001-2006";24.34625;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2006-04-04;2006;4;"2001-2006";23.6865;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2006-05-02;2006;5;"2001-2006";20.16125;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2006-05-30;2006;5;"2001-2006";20.495;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-07-04;2006;7;"2001-2006";22.1585;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-08-01;2006;8;"2001-2006";22.273;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2006-09-05;2006;9;"2001-2006";23.13475;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2006-10-03;2006;10;"2001-2006";23.83025;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2006-11-07;2006;11;"2001-2006";23.82825;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2006-12-05;2006;12;"2001-2006";22.2995;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2007-01-09;2007;1;"2007-2012";19.9925;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2007-02-06;2007;2;"2007-2012";21.9166666666667;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2007-03-06;2007;3;"2007-2012";22.6125;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2007-04-03;2007;4;"2007-2012";21.135;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2007-05-02;2007;5;"2007-2012";21.8566666666667;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2007-06-04;2007;6;"2007-2012";22.0333333333333;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2007-07-03;2007;7;"2007-2012";21.9125;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2007-08-07;2007;8;"2007-2012";20.9475;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2007-09-04;2007;9;"2007-2012";21.4466666666667;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";42;2007-10-02;2007;10;"2007-2012";23;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2007-11-06;2007;11;"2007-2012";24.28;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";43;2007-12-04;2007;12;"2007-2012";24.6675;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2008-01-08;2008;1;"2007-2012";21.727;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2008-02-05;2008;2;"2007-2012";20.54525;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";38;2008-03-04;2008;3;"2007-2012";20.988;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2008-04-01;2008;4;"2007-2012";21.998;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";38;2008-05-06;2008;5;"2007-2012";19.80225;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2008-06-03;2008;6;"2007-2012";19.241;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2008-07-01;2008;7;"2007-2012";19.69275;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2008-08-05;2008;8;"2007-2012";20.96075;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2008-09-03;2008;9;"2007-2012";22.109;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2008-10-08;2008;10;"2007-2012";22.5325;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2008-11-04;2008;11;"2007-2012";21.53175;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2008-12-02;2008;12;"2007-2012";22.93075;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2009-01-07;2009;1;"2007-2012";23.63275;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";41;2009-02-03;2009;2;"2007-2012";22.47925;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2009-03-03;2009;3;"2007-2012";22.7175;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";40;2009-03-31;2009;3;"2007-2012";22.731;"sali";;
"KOLJÖFJORD";299198;6459415;"Koljö fjord";2;"SE581260-113220";12848779.8079;"SMHI";"NEA 9";"SE_2";"SE";"KOLJÖFJORD";39;2009-05-05;2009;5;"2007-2012";22.48225;"sali";;
